SITE_NAME,Swipe_Checkbox?,Imported count,Screenshot name,LOGO Replaced,CSS saved,Redirect done,Undo Swipe,Undo CSS,Undo Redirect,PD_Site_URL,Merchant Code
PTNJ0516,Done,1,210826-213541_PTNJ0516_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/405,35EDM-WDBIX-WDBIX-W
PTNJ0813,Done,1,210826-213545_PTNJ0813_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/406,35EDM-NWFLX-NWFLX-W
PUNJ0813,Done,1,210826-213550_PUNJ0813_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/407,35EDM-NWFLD-NWFLD-W
PTNJ1352,Done,1,210826-213554_PTNJ1352_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/408,35EDM-WALLT-WTTAX-W
PUNJ1352,Done,1,210826-213558_PUNJ1352_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/409,35EDM-WAUTL-WAUTL-W
PTNJ1415,Done,1,210826-213602_PTNJ1415_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/410,35EDM-KINNE-KITAX-W
PUNJ1415,Done,1,210826-213607_PUNJ1415_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/411,35EDM-KIUTL-KIUTL-W
PTNJ0604,Done,1,210826-213611_PTNJ0604_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/412,35EDM-DOWNE-DOTAX-W
PTGA19,Done,1,210826-213616_PTGA19_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/413,35EDM-POWSP-POTAX-W
PUGA19,Done,1,210826-213620_PUGA19_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/414,35EDM-POUTL-POUTL-W
PTNJ0810,Done,1,210826-213625_PTNJ0810_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/415,35EDM-MANTU-MATAX-W
PTNJ0818,Done,1,210826-213629_PTNJ0818_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/416,35EDM-WASHI-WATAX-W
PTNJ1918,Done,1,210826-213633_PTNJ1918_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/417,35EDM-SPART-SPTAX-W
PUNJ1918,Done,1,210826-213637_PUNJ1918_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/418,35EDM-SPUTL-SPUTL-W
PUNJLOWM,Done,1,210826-213641_PUNJLOWM_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/419,35EDM-LOUTL-LOUTL-W
PTNJ0308,Done,1,210826-213646_PTNJ0308_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/422,35EDM-CINNA-CTTAX-W
PTNJ0613,Done,1,210826-213650_PTNJ0613_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/423,35EDM-DEERF-UPTAX-W
PUNJ0613,Done,1,210826-213654_PUNJ0613_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/424,35EDM-UPUTL-UPUTL-W
PTNJ0415,Done,1,210826-213659_PTNJ0415_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/425,35EDM-GLOUC-GLTAX-W
PTNJ0316,Done,1,210826-213703_PTNJ0316_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/426,35EDM-HAINE-HATAX-W
PTNJ0112,Done,1,210826-213708_PTNJ0112_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/427,35EDM-HAMIL-HMTAX-W
PTNJ1337,Done,1,210826-213712_PTNJ1337_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/428,35EDM-OCEAN-OCETX-W
PTNJ0306,Done,1,210826-213716_PTNJ0306_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/430,35EDM-BURTW-BUTAX-W
PUNCWILK,Done,1,210826-213721_PUNCWILK_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/431,35EDM-WLKSB-WBUTL-W
PTNCWILK,Done,1,210826-213725_PTNCWILK_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/432,35EDM-WILKE-WKTAX-W
PTNJ0260,Done,1,210826-213729_PTNJ0260_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/433,35EDM-TEANE-CKTAX-W
PUNJ0307,Done,1,210826-213733_PUNJ0307_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/434,35EDM-CHSTR-CHUTI-W
PTNJ0307,Done,1,210826-213737_PTNJ0307_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/435,35EDM-CHEST-FITAX-W
PUNJ0115,Done,1,210826-213741_PUNJ0115_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/436,35EDM-LNGPO-RTUTI-W
PTNJ0115,Done,1,210826-213746_PTNJ0115_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/437,35EDM-LONGP-ORTAX-W
PUNJ1337,Done,1,210826-213750_PUNJ1337_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/438,35EDM-OCUTL-OCUTL-W
PTNJ0337,Done,1,210826-213754_PTNJ0337_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/439,35EDM-WESTA-MPTAX-W
PTNJ1320,Done,1,210826-213759_PTNJ1320_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/440,35EDM-HOLMD-HOTAX-W
PTNJ0236,Done,1,210826-213803_PTNJ0236_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/441,35EDM-MONTV-ALTAX-W
PUNJ0236,Done,1,210826-213808_PUNJ0236_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/442,35EDM-MTNVA-LEUTI-W
PTNJ1220,Done,1,210826-213813_PTNJ1220_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/443,35EDM-AMBOY-AMTAX-W
PUNJ1220,Done,1,210826-213817_PUNJ1220_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/444,35EDM-AMBOS-AMUTI-W
PTNJ0501,Done,1,210826-213821_PTNJ0501_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/445,35EDM-AVALN-AVTAX-W
PTNJ1322,Done,1,210826-213825_PTNJ1322_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/446,35EDM-INTLK-INTAX-W
PTNJ0105,Done,1,210826-213829_PTNJ0105_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/447,35EDM-BUENA-BVTAX-W
PTNJ0610,Done,1,210826-213833_PTNJ0610_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/448,35EDM-MVILL-MVTAX-W
PTNJ0243,Done,1,210826-213837_PTNJ0243_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/450,35EDM-TAPPN-TPTAX-W
PUNJDEPT,Done,1,210826-213841_PUNJDEPT_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/451,35EDM-DFORD-DFUTL-W
PUPAWYOM,Done,1,210826-213845_PUPAWYOM_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/452,35EDM-WYMIS-WYUTL-W
PTNJ1342,Done,1,210826-213849_PTNJ1342_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/453,35EDM-SBBTX-SBTAX-W
PUNJ1342,Done,1,210826-213854_PUNJ1342_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/454,35EDM-SBBUT-SBBUT-W
