SITE_NAME,Swipe_Checkbox?,Imported count,Screenshot name,LOGO Replaced,CSS saved,Redirect done,Undo Swipe,Undo CSS,Undo Redirect,PD_Site_URL,Merchant Code
PTVAPUTN,UNCH,1,240826-221621_PTVAPUTN_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3623,35EDM-PULAS-TXWEB-W
PUVAPUTN,UNCH,1,240826-221626_PUVAPUTN_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3624,35EDM-PULAS-NTWEB-W
VUNJ0318,Done,1,240826-221630_VUNJ0318_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3769,35EDM-MANSF-NTXVP-W
PHSCBCWD,UNCH,1,240826-221634_PHSCBCWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4084,35EDM-BIGCW-APHS1-W
VHSCBCWD,Done,1,240826-221638_VHSCBCWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4085,35EDM-BIGCW-AVHS1-W
PUSCBCWD,UNCH,1,240826-221643_PUSCBCWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4086,35EDM-BIGCW-APUS1-W
VUSCBCWD,Done,1,240826-221647_VUSCBCWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4087,35EDM-BIGCW-AVUS1-W
VMSCBCWD,Done,1,240826-221651_VMSCBCWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4088,35EDM-BIGCW-AVMS1-W
PUPAMOMA,UNCH,1,240826-221656_PUPAMOMA_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4411,35EDM-MOMUA-PUPA1-W
VAPASUNB,Done,1,240826-221700_VAPASUNB_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4513,35EDM-SUNNT-VAPA1-W
VMNCWALL,Done,1,240826-221704_VMNCWALL_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4514,35EDM-WALLA-VMNC1-W
VUNCWALL,Done,1,240826-221708_VUNCWALL_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4515,35EDM-WALLA-VUNC1-W
PTNJ1813,UNCH,1,240826-221713_PTNJ1813_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4686,35EDM-MONTG-PTNJ1-W
PUNJ1813,UNCH,1,240826-221717_PUNJ1813_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4687,35EDM-MONTG-PUNJ1-W
VTNJ1813,Done,1,240826-221721_VTNJ1813_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4688,35EDM-MONTG-VTNJ1-W
VUNJ1813,Done,1,240826-221725_VUNJ1813_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4689,35EDM-MONTG-VUNJ1-W
VMNJ1813,Done,1,240826-221729_VMNJ1813_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4690,35EDM-MONTG-VMNJ1-W
PCGAMETT,UNCH,1,240826-221734_PCGAMETT_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/5119,35EDM-METTE-PCGA1-W
