SITE_NAME,Swipe_Checkbox?,Imported count,Screenshot name,LOGO Replaced,CSS saved,Redirect done,Undo Swipe,Undo CSS,Undo Redirect,PD_Site_URL,Merchant Code
PUNCWHIT,UNCH,2,250826-232018_PUNCWHIT_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/2668,35EDM-WHITE-0TWEB-W
VUNCWHIT,UNCH,1,250826-232023_VUNCWHIT_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/2669,35EDM-WHITE-0TVTL-W
VMNCWHIT,UNCH,1,250826-232028_VMNCWHIT_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/2670,35EDM-WHITE-0ISVT-W
PTNJ0713,UNCH,2,250826-232033_PTNJ0713_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/2801,35EDM-MNTCL-PDTAX-W
PMNJ0713,UNCH,2,250826-232038_PMNJ0713_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/2802,35EDM-MNUTL-MISWB-W
PUNJ0713,UNCH,1,250826-232043_PUNJ0713_after.png,Error,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/2803,35EDM-MNUTL-NOTAX-W
PUNJJKMU,UNCH,2,250826-232107_PUNJJKMU_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/2931,35EDM-JACKT-NOTXW-W
VUMDNETN,UNCH,1,250826-232111_VUMDNETN_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3153,35EDM-NORET-NTVT2-W
PUMDNETN,UNCH,2,250826-232116_PUMDNETN_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3154,35EDM-NORET-NOWE2-W
VMMDNETN,UNCH,1,250826-232122_VMMDNETN_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3155,35EDM-NORET-MISV2-W
PUNJ0806,UNCH,2,250826-232126_PUNJ0806_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3225,35EDM-GLAST-NOWEB-W
PUVAABIN,UNCH,2,250826-232131_PUVAABIN_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3389,35EDM-ABICO-NTXWB-W
VMFLLGWD,UNCH,1,250826-232136_VMFLLGWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3650,35EDM-LONGW-MSVTP-W
VUFLLGWD,UNCH,1,250826-232140_VUFLLGWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3651,35EDM-LONGW-NOTXP-W
PMFLLGWD,UNCH,2,250826-232145_PMFLLGWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3652,35EDM-LONGW-MSWBP-W
PUFLLGWD,UNCH,2,250826-232150_PUFLLGWD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/3653,35EDM-LONGW-NTXWP-W
PTNJ1912,UNCH,2,250826-232154_PTNJ1912_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4053,35EDM-HOPAT-TXWBP-W
PUNJ1912,UNCH,2,250826-232159_PUNJ1912_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/4059,35EDM-HOPAU-UTWEB-W
