SITE_NAME,Swipe_Checkbox?,Imported count,Screenshot name,LOGO Replaced,CSS saved,Redirect done,Undo Swipe,Undo CSS,Undo Redirect,PD_Site_URL,Merchant Code
PUNJ1811,UNCH,1,240826-205508_PUNJ1811_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/519,35EDM-MAVUT-MAUTL-W
PTNJ0312,UNCH,1,240826-205512_PTNJ0312_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/520,35EDM-EDGEW-EDTAX-W
PTNJ0103,UNCH,1,240826-205517_PTNJ0103_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/521,35EDM-BRIGT-BRTAX-W
PUNJ0103,UNCH,1,240826-205521_PUNJ0103_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/522,35EDM-BRIGU-BRUTL-W
PTNJ0803,UNCH,1,240826-205525_PTNJ0803_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/524,35EDM-EASGN-EGTAX-W
PUNJ0803,UNCH,1,240826-205529_PUNJ0803_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/525,35EDM-EASGU-EASUT-W
PTDEDE19,UNCH,1,240826-205534_PTDEDE19_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/527,35EDM-ELSME-ELTAX-W
PTNJ1325,UNCH,1,240826-205538_PTNJ1325_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/528,35EDM-LITTL-LITAX-W
PTNJ1422,UNCH,1,240826-205543_PTNJ1422_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/529,35EDM-MORRS-MOTAX-W
PUNJ1422,UNCH,1,240826-205547_PUNJ1422_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/530,35EDM-MORRT-MORUT-W
PTNJ2107,UNCH,1,240826-205552_PTNJ2107_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/531,35EDM-GREEN-GRTAX-W
PUNJ2107,UNCH,1,240826-205556_PUNJ2107_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/532,35EDM-GREEO-GREUT-W
PTNJ0304,UNCH,1,240826-205601_PTNJ0304_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/535,35EDM-BORDT-BOTAX-W
PTNJ0111,UNCH,1,240826-205605_PTNJ0111_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/536,35EDM-GALLO-GATAX-W
PUNJ0111,UNCH,1,240826-205610_PUNJ0111_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/537,35EDM-GALLP-GALUT-W
PTNJ0326,UNCH,1,240826-205614_PTNJ0326_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/538,35EDM-NORTH-NOTAX-W
PUNJ1531,UNCH,1,240826-205619_PUNJ1531_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/540,35EDM-STAFF-STUTL-W
PTNJ0332,UNCH,1,240826-205623_PTNJ0332_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/541,35EDM-SHAMO-SHTAX-W
PTNJ0435,UNCH,1,240826-205627_PTNJ0435_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/542,35EDM-WATER-WATAX-W
PTNJ1501,UNCH,1,240826-205632_PTNJ1501_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/543,35EDM-BARNG-BATAX-W
PUNJ0435,UNCH,1,240826-205636_PUNJ0435_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/544,35EDM-WATES-WAUTL-W
PUNJ1501,UNCH,1,240826-205641_PUNJ1501_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/545,35EDM-BARNO-BAUTL-W
PTNJ0801,UNCH,1,240826-205645_PTNJ0801_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/546,35EDM-CLAYT-CLTAX-W
PUNJ0801,UNCH,1,240826-205649_PUNJ0801_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/547,35EDM-CLAYZ-CLUTL-W
PUPAUUWC,UNCH,1,240826-205654_PUPAUUWC_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/548,35EDM-UPPUT-UPUTL-W
PTDEOCVW,UNCH,1,240826-205658_PTDEOCVW_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/549,35EDM-OVIEW-OVTAX-W
PTNJ0602,UNCH,1,240826-205703_PTNJ0602_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/550,35EDM-COMME-COTAX-W
PTNJ2020,UNCH,1,240826-205707_PTNJ2020_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/551,35EDM-WESTF-WETAX-W
PUNJ2020,UNCH,1,240826-205712_PUNJ2020_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/552,35EDM-WESTG-WEUTL-W
PTNJ1803,UNCH,1,240826-205716_PTNJ1803_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/553,35EDM-BERNA-BETAX-W
PUNJ1803,UNCH,1,240826-205720_PUNJ1803_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/554,35EDM-BERNB-BEUTL-W
PTDESFRD,UNCH,1,240826-205725_PTDESFRD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/555,35EDM-SEAFO-SETAX-W
PUDESFRD,UNCH,1,240826-205729_PUDESFRD_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/556,35EDM-SEAFP-SEUTL-W
PTNJ1424,UNCH,1,240826-205734_PTNJ1424_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/557,35EDM-MORRI-MOTAX-W
PTNJ0806,UNCH,1,240826-205738_PTNJ0806_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/559,35EDM-GLASS-GLTAX-W
PTNJ0121,UNCH,1,240826-205742_PTNJ0121_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/561,35EDM-SOMER-SOTAX-W
PUNJ0121,UNCH,1,240826-205746_PUNJ0121_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/562,35EDM-SOMES-SOUTL-W
PTNJ1518,UNCH,1,240826-205750_PTNJ1518_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/563,35EDM-LONGB-LOTAX-W
PTNJ0702,UNCH,1,240826-205754_PTNJ0702_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/565,35EDM-BLOOM-BLTAX-W
PTNJ0609,UNCH,1,240826-205759_PTNJ0609_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/567,35EDM-MAUVR-MATAX-W
PTNJ1316,UNCH,1,240826-205803_PTNJ1316_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/568,35EDM-FREEH-FRTAX-W
PUNJ1316,UNCH,1,240826-205807_PUNJ1316_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/569,35EDM-FREEI-FRUTL-W
PTNJ0113,UNCH,1,240826-205811_PTNJ0113_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/570,35EDM-HAMMO-HATAX-W
PTNJ1338,UNCH,1,240826-210038_PTNJ1338_after.png,Yes,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/573,35EDM-OPORT-OPTAX-W
