SITE_NAME,Swipe_Checkbox?,Imported count,Screenshot name,LOGO Replaced,CSS saved,Redirect done,Undo Swipe,Undo CSS,Undo Redirect,PD_Site_URL,Merchant Code
VTNJ1519,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/358,35EDM-MNCHR-MTXVT-W
PUNJ1519,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/359,35EDM-MNCHU-MTUTL-W
PTNJ1519,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/360,35EDM-MNCHR-MTTAX-W
PTMDHAVR,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/361,35EDM-HAVRD-HATAX-W
PUMDHAVR,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/362,35EDM-HAVRE-HAUTL-W
PUNJBRCK,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/365,35EDM-BTMUA-BTMUA-W
PTNJ0601,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/366,35EDM-BRIDG-BRTAX-W
PUNJ0601,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/367,35EDM-BRUTL-BRUTL-W
PTNJ0805,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/370,35EDM-TWNFR-TWNFR-W
PTNJ0416,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/371,35EDM-THADN-THTAX-W
PUNJ0416,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/372,35EDM-THUTL-THUTL-W
PTNJ0317,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/373,35EDM-LMBTN-LMBTN-W
PTNJ0507,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/374,35EDM-CNWIL-CNWTX-W
PUNJ0507,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/375,35EDM-CNWUT-CNWUT-W
PTNJ1112,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/376,35EDM-TROBB-TRTAX-W
PUNJ1112,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/377,35EDM-TRUTL-TRUTL-W
PTNJ0515,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/378,35EDM-BWLDC-BWCTX-W
PUNJ0515,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/379,35EDM-BWCUT-BWCUT-W
PUNJMPWA,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/380,35EDM-MPWCU-MPWCU-W
PUNJACSC,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/381,35EDM-ACSCO-ACSCO-W
PTNJ0323,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/382,35EDM-HOLLY-MHTAX-W
PTNJ0338,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/383,35EDM-WILLI-WITAX-W
PTNJ0511,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/384,35EDM-UPPER-UPTAX-W
PTNJ1225,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/385,35EDM-WOODB-WBTAX-W
PUNJ1225,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/386,35EDM-WBUTL-WBUTL-W
PTNJ1512,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/387,35EDM-JACKS-JTTAX-W
PTNJ1508,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/388,35EDM-TOMSR-TRTAX-W
PTNJ1526,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/390,35EDM-POINT-PLTAX-W
PUNJ1526,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/391,35EDM-PPUTL-PPUTL-W
PTNJ0703,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/392,35EDM-CALDW-CBTAX-W
PTNJ1108,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/394,35EDM-PENNI-PBTAX-W
PUNJ1108,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/395,35EDM-PEUTL-PEUTL-W
PTNJ1205,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/396,35EDM-EDISN-EDTAX-W
PUNJ1205,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/397,35EDM-EDUTL-EDUTL-W
PUNJLKWD,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/398,35EDM-LAKEW-LAUTL-W
PTNJ1106,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/399,35EDM-HOPEW-HOTAX-W
PUNJ1106,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/400,35EDM-HOUTL-HOUTL-W
PTNJ2008,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/401,35EDM-KENIL-KBTAX-W
PTNJ1310,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/402,35EDM-COLTS-CNTAX-W
PUNJ1611,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/403,35EDM-RIUTL-RIUTL-W
PTNJ1611,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/404,35EDM-RINGW-RBTAX-W
PTNJ0516,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/405,35EDM-WDBIX-WDBIX-W
PTNJ0813,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/406,35EDM-NWFLX-NWFLX-W
PUNJ0813,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/407,35EDM-NWFLD-NWFLD-W
PTNJ1352,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/408,35EDM-WALLT-WTTAX-W
PUNJ1352,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/409,35EDM-WAUTL-WAUTL-W
PTNJ1415,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/410,35EDM-KINNE-KITAX-W
PUNJ1415,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/411,35EDM-KIUTL-KIUTL-W
PTNJ0604,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/412,35EDM-DOWNE-DOTAX-W
PTGA19,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/413,35EDM-POWSP-POTAX-W
PUGA19,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/414,35EDM-POUTL-POUTL-W
PTNJ0810,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/415,35EDM-MANTU-MATAX-W
PTNJ0818,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/416,35EDM-WASHI-WATAX-W
PTNJ1918,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/417,35EDM-SPART-SPTAX-W
PUNJ1918,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/418,35EDM-SPUTL-SPUTL-W
PUNJLOWM,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/419,35EDM-LOUTL-LOUTL-W
PTNJ0308,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/422,35EDM-CINNA-CTTAX-W
PTNJ0613,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/423,35EDM-DEERF-UPTAX-W
PUNJ0613,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/424,35EDM-UPUTL-UPUTL-W
PTNJ0415,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/425,35EDM-GLOUC-GLTAX-W
PTNJ0316,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/426,35EDM-HAINE-HATAX-W
PTNJ0112,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/427,35EDM-HAMIL-HMTAX-W
PTNJ1337,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/428,35EDM-OCEAN-OCETX-W
PTNJ0306,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/430,35EDM-BURTW-BUTAX-W
PUNCWILK,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/431,35EDM-WLKSB-WBUTL-W
PTNCWILK,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/432,35EDM-WILKE-WKTAX-W
PTNJ0260,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/433,35EDM-TEANE-CKTAX-W
PUNJ0307,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/434,35EDM-CHSTR-CHUTI-W
PTNJ0307,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/435,35EDM-CHEST-FITAX-W
PUNJ0115,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/436,35EDM-LNGPO-RTUTI-W
PTNJ0115,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/437,35EDM-LONGP-ORTAX-W
PUNJ1337,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/438,35EDM-OCUTL-OCUTL-W
PTNJ0337,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/439,35EDM-WESTA-MPTAX-W
PTNJ1320,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/440,35EDM-HOLMD-HOTAX-W
PTNJ0236,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/441,35EDM-MONTV-ALTAX-W
PUNJ0236,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/442,35EDM-MTNVA-LEUTI-W
PTNJ1220,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/443,35EDM-AMBOY-AMTAX-W
PUNJ1220,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/444,35EDM-AMBOS-AMUTI-W
PTNJ0501,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/445,35EDM-AVALN-AVTAX-W
PTNJ1322,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/446,35EDM-INTLK-INTAX-W
PTNJ0105,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/447,35EDM-BUENA-BVTAX-W
PTNJ0610,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/448,35EDM-MVILL-MVTAX-W
PTNJ0243,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/450,35EDM-TAPPN-TPTAX-W
PUNJDEPT,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/451,35EDM-DFORD-DFUTL-W
PUPAWYOM,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/452,35EDM-WYMIS-WYUTL-W
PTNJ1342,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/453,35EDM-SBBTX-SBTAX-W
PUNJ1342,Done,NA,NA,NA,Yes,Yes,NA,NA,NA,http://p5zlgintc01:16020/PayDirect/Merchant/Edit/454,35EDM-SBBUT-SBBUT-W
